size,type,weight,dist_f_ch,dist_ch_s,time_sec,bench_free,priority
small,gold,8.765424648919156,56,12,977,5,1
small,iron,14.348129954746252,32,27,15515,2,3
small,iron,7.497925988443928,46,24,3751,3,1
big,iron,8.472415351608927,2,17,9184,5,2
small,gold,18.809934598700224,29,21,9659,3,2
small,iron,11.026489400520719,27,25,18890,4,4
big,iron,8.127779742890125,13,8,14232,2,5
small,iron,12.861838574320524,54,19,9828,2,1
small,gold,17.765081199934368,28,9,7415,3,2
big,iron,17.494269809533325,54,13,19598,1,3
small,iron,14.930273087710662,26,21,7309,2,3
small,iron,17.20171967959577,36,25,16852,4,2
big,iron,16.693280045173623,36,20,8787,5,1
small,iron,19.454786054260197,38,28,3959,9,1
big,iron,14.83760332835963,38,4,17329,5,2
big,gold,13.968501754111522,48,9,1886,5,2
small,iron,18.584994575672468,13,10,16012,1,4
big,iron,10.423208294233369,43,23,15930,5,1
small,gold,12.3932782785177,49,6,18535,3,5
big,iron,17.887006299195203,49,9,19919,5,1
small,iron,19.684504339060883,25,30,15712,7,1
big,gold,11.319019121646338,25,14,683,0,5
small,iron,13.846912106628446,48,17,8905,3,1
big,gold,17.565826298107776,31,28,16495,4,4
small,gold,12.781300211772814,0,17,11439,0,5
big,gold,11.06804094409513,45,9,10085,5,2
big,iron,5.972977896669389,46,7,11034,3,3
big,gold,8.180841719874708,31,12,4541,2,5
big,gold,9.97143640868225,33,16,19771,4,5
big,gold,11.024676423447296,32,20,3440,0,5
big,iron,16.643126922554536,25,30,14750,3,3
small,gold,7.502172491609255,42,16,1392,5,2
big,gold,6.085901376198876,8,27,10670,5,3
big,gold,13.816669772558615,17,4,19712,1,5
big,gold,5.121543096875157,54,17,12913,0,5
small,iron,18.9629647272088,48,14,16274,3,2
small,iron,8.840261713376508,3,27,19163,5,5
small,gold,17.504722338046765,10,29,11701,0,4
big,iron,10.692948540099733,6,15,3817,0,5
small,iron,19.982758823458088,58,29,13757,2,1
small,iron,12.519049117907077,51,20,18856,2,4
small,iron,19.442930332564817,35,15,14135,1,3
small,gold,12.033173105649379,42,14,7055,1,3
big,gold,15.713750145613247,37,4,3977,7,3
small,iron,5.954560089542379,51,22,6969,4,1
small,gold,11.674516191677709,56,14,14985,3,2
big,gold,9.061801846105341,59,22,4493,4,4
big,iron,16.897644241732717,20,14,5068,4,4
big,gold,12.986535223552034,20,6,7084,0,5
small,iron,14.600117106718905,6,28,5433,5,1
small,gold,8.807284130805645,49,28,10121,1,5
big,iron,6.75247788353292,25,12,13396,7,3
small,gold,15.208457761314468,2,10,3417,8,2
big,iron,11.634066891768496,50,20,16356,5,2
big,gold,11.25545778692666,55,24,3374,2,4
small,iron,19.459090985429246,52,17,14340,3,1
small,iron,6.773914479660336,38,29,5759,0,3
small,gold,14.657537860155466,53,17,11883,4,1
small,iron,5.903768799445854,55,11,155,5,1
small,iron,15.273767698189872,33,23,3497,1,1
big,iron,13.394645094631041,34,30,12927,0,3
big,gold,15.903628086650881,19,22,2670,7,2
big,iron,16.262348528582265,38,24,4025,3,1
big,gold,6.980663772808357,60,30,15118,2,3
small,iron,9.120424564677673,56,23,17463,1,2
big,iron,8.785921257599552,51,27,16167,1,1
small,iron,14.120407667697311,18,6,7569,8,1
big,iron,8.875389707245901,46,8,11484,3,3
big,gold,12.738200191639717,21,16,9096,4,3
big,gold,11.63196418227462,1,25,2516,2,5
small,iron,13.784796578310047,51,16,18561,2,2
small,gold,10.270391174226525,18,26,15530,1,3
big,gold,18.874243300159925,58,28,506,7,1
big,gold,19.475134084893323,33,12,204,1,2
big,iron,10.26316214323646,40,17,14148,5,3
small,iron,18.713878589021977,35,24,6625,2,1
big,iron,16.8955040365342,26,14,10116,4,2
big,gold,8.391726898227084,55,5,9144,5,3
small,iron,13.44214476124598,6,15,12731,4,5
big,gold,10.664334492189766,9,23,16566,2,4
small,iron,17.014044534013564,37,30,19402,4,1
big,gold,18.40871952580015,59,9,4679,2,2
small,iron,14.336185974540143,50,20,2590,5,1
small,gold,14.451982461609145,43,20,5730,4,2
small,iron,15.818785971504628,6,17,13505,0,4
big,gold,12.426078380916943,3,27,5857,0,3
small,gold,12.059885008620837,17,24,14089,0,4
small,iron,13.448056636110927,43,5,4197,7,1
small,iron,17.275428903297406,6,11,9064,1,4
big,gold,14.7114836533377,21,4,2016,2,3
small,iron,7.15974243595656,20,27,3590,9,1
small,iron,7.106116046898036,9,17,19353,1,5
big,iron,11.238471417778287,35,20,3441,0,2
small,gold,14.886383646216444,14,9,8483,0,4
small,iron,10.866625421272204,7,11,8406,1,4
big,iron,10.726169187958398,26,11,13804,0,5
small,iron,18.431737318739565,28,6,13504,3,4
small,iron,18.023353164949995,12,14,10067,4,2
small,iron,12.134930062536109,0,17,10999,2,4
small,gold,15.774259508114117,4,23,15663,5,2
big,gold,11.781430317964036,50,24,2058,1,4
big,iron,14.047082120354204,50,13,4145,0,2
small,gold,9.117669521554275,41,12,1063,5,1
big,gold,12.463028045653036,16,4,6061,4,5
big,gold,14.638085308341207,39,30,7415,1,3
small,iron,11.626674121941186,56,8,2415,4,1
small,gold,16.3907936811535,51,18,2242,5,1
big,gold,9.009829559748475,43,19,9378,0,4
big,iron,5.193150779932953,8,26,2801,0,4
small,gold,18.71376687573044,27,7,14589,1,5
big,iron,10.4155050708794,59,7,13590,5,1
big,gold,8.781353624479369,47,30,11542,0,5
big,gold,12.14086456999699,2,18,9509,2,5
small,gold,8.74055039485183,53,8,17570,3,1
big,iron,15.998655160232286,27,30,12962,0,3
small,gold,9.601947568008457,9,22,17894,0,5
big,iron,19.87536391422679,0,15,6947,1,4
small,gold,9.143423850815507,24,9,10605,0,5
small,gold,10.428117794133625,56,25,1886,3,1
small,iron,13.07571950629003,37,24,9758,5,1
small,gold,5.049999424799912,29,23,1291,2,4
small,iron,5.062055095360368,31,24,7410,1,4
big,iron,8.506625905309013,16,13,335,2,3
small,gold,6.224978053344872,1,26,4863,10,1
big,iron,16.401012177616494,27,26,17262,5,1
small,gold,18.077261186797717,11,6,14374,3,4
big,iron,11.198658707566212,58,15,19291,2,3
small,gold,12.74777473289394,15,26,19129,0,5
small,iron,14.191153397450021,14,14,2998,5,1
small,iron,6.423214290764583,27,13,3610,0,4
small,iron,12.047247787686379,21,21,18923,0,5
small,gold,19.390612013251037,36,6,16140,4,3
big,gold,8.118244015740276,0,9,5271,1,5
big,gold,6.2608847179785885,59,9,6221,1,3
big,iron,9.2085662479374,13,28,12899,6,2
small,gold,13.218872561063925,40,10,10955,0,5
small,iron,18.02735345423629,53,5,7593,2,1
small,iron,10.322085168812642,2,18,6757,3,2
small,iron,10.172117903902016,29,28,12374,1,2
big,gold,10.14598682372227,36,5,18390,8,3
big,gold,17.613791024709926,6,18,16860,0,5
big,gold,12.039626036792914,40,30,14959,6,2
big,iron,9.97066341391726,50,22,17215,0,4
small,gold,7.654249963822954,7,19,1179,4,5
big,iron,6.884019570141993,51,29,17380,4,1
big,iron,19.61205148611717,28,5,7883,4,3
small,gold,12.29636119844833,59,29,5292,1,3
big,iron,6.083057877662437,17,8,17312,1,5
small,iron,18.59541803123471,3,27,15538,10,1
small,gold,19.311223868747135,40,24,1623,4,1
small,iron,8.557650817370591,26,24,6985,1,5
big,gold,9.741051187297632,38,14,13386,0,5
small,iron,19.407326825415904,53,19,3606,2,1
big,gold,5.236419181314115,52,18,3382,3,2
small,gold,9.864700584168855,7,10,6169,2,5
small,gold,11.45153134664306,4,30,6290,4,3
small,gold,16.55582181383702,22,15,6961,3,3
big,iron,10.516278450043467,8,24,15874,5,2
small,gold,10.076160499755586,55,19,11270,5,2
small,gold,15.940996833339412,33,5,8920,2,3
small,gold,17.739590937305035,5,10,12345,9,1
big,iron,6.398990009571098,33,30,19517,2,4
big,gold,7.13706972190944,44,20,7976,0,3
big,gold,14.896557736891982,47,13,9342,1,3
small,iron,9.715116935283813,57,19,16546,2,1
big,iron,15.026536754915131,37,18,4047,5,1
small,iron,7.609069520769279,36,23,1066,4,1
big,iron,17.06034377414221,3,29,12150,0,4
big,iron,9.821273399097246,53,21,17345,0,2
small,iron,10.02731276907683,47,8,12393,3,2
small,iron,7.68304953009258,48,27,14601,3,3
big,iron,8.170459341278852,59,7,3362,4,1
big,gold,13.975936631080701,49,15,7280,1,4
big,gold,13.724083669440018,26,10,6300,4,3
big,iron,17.366025438907943,38,19,12317,2,2
small,iron,14.454199940685772,53,29,5124,2,1
big,iron,11.417695769001988,4,20,8613,2,4
small,iron,17.051399212235484,9,4,2710,10,1
small,iron,5.248874744910675,24,13,2166,4,2
small,iron,15.526897617606915,40,10,6061,3,1
big,iron,13.147816877573808,50,21,19277,9,1
small,gold,8.313397315260827,18,14,1849,0,4
big,gold,14.562378361314277,12,12,7063,5,4
big,gold,19.79985812020519,11,29,10731,4,4
big,iron,10.197626035413187,18,25,16842,9,2
small,gold,14.57757122061839,3,18,830,0,4
small,iron,11.590599950359186,31,28,15575,4,2
small,gold,10.886568500317086,52,23,14582,4,1
big,gold,9.607423997550143,25,10,15191,2,5
big,gold,8.434255034147087,29,13,12094,4,4
big,gold,8.533782955371056,49,19,707,2,5
small,iron,16.613761514011454,0,13,427,3,1
small,iron,9.856804008718033,59,27,16674,2,1
small,iron,12.943637482602194,12,14,16995,1,4
small,iron,8.202694175453935,6,19,9559,9,2
small,gold,8.187015459867776,36,5,7488,1,5
big,gold,13.80618614646258,1,15,17486,1,5
small,gold,13.741449970284116,27,12,16643,5,3
small,iron,12.578951674710913,47,22,7825,5,1
small,gold,15.397789766039372,41,27,3336,3,2
big,gold,14.555385364886485,4,14,12975,6,3
small,iron,8.00151313655665,44,4,17493,2,4
big,gold,5.832432626085671,14,16,6010,3,5
big,gold,9.045097940193967,11,15,3041,6,4
small,gold,11.468704297516936,21,30,14456,3,2
big,iron,8.124474486540901,27,8,1196,3,5
small,gold,12.236021882130233,18,14,19838,3,5
big,gold,5.550641495327001,32,5,7734,5,3
big,gold,12.156867444947185,39,28,6413,4,1
small,iron,10.2726903898489,4,24,19669,4,5
small,iron,19.386589782494635,16,24,6646,3,1
small,iron,18.15049807593545,18,20,3983,1,2
big,gold,19.266772111907713,37,15,14903,1,4
big,gold,14.882446721662815,15,25,11632,4,3
small,gold,19.57930424163974,42,28,9646,6,1
small,iron,7.842782030018977,44,8,390,0,1
small,iron,12.98587825173903,1,8,5597,2,5
big,iron,16.14770132785593,38,21,13953,5,1
small,gold,12.235191977406272,22,29,19402,3,5
big,iron,8.206199718226785,17,21,713,5,2
small,gold,14.807310651060245,3,23,1328,3,4
big,iron,19.568143784245787,29,12,949,0,3
big,gold,12.848006839666636,46,18,17487,1,4
big,iron,8.721666173159472,9,7,11110,0,5
small,iron,5.607765061583459,3,16,1034,4,1
small,gold,6.562052518963678,8,27,13068,4,4
small,iron,16.658359553941764,52,29,12896,2,1
big,iron,12.278878526132617,12,20,2898,4,1
big,gold,8.129891839207385,51,25,7081,6,1
big,iron,17.90116812561218,11,16,6377,8,1
big,gold,11.541140875501327,31,18,13583,4,2
small,iron,16.93624076556441,27,13,9972,2,2
small,iron,17.16938883172428,57,26,13245,7,1
big,iron,15.768754912453128,16,5,11898,1,4
big,iron,19.588613748002107,22,19,5766,8,1
small,gold,18.453508561127187,27,12,563,10,1
small,gold,6.881574770996698,18,23,7027,2,4
small,gold,10.156281239264986,10,18,9528,4,3
big,iron,19.313714302782255,6,21,14901,0,3
small,iron,14.833538026763682,36,23,16013,2,4
big,gold,11.655993137613873,44,9,229,4,2
big,iron,17.931811356889735,10,24,18457,1,4
big,gold,14.583356256065024,25,9,7459,1,5
small,gold,10.558594485770621,43,21,16355,2,2
big,iron,9.06871254581252,59,23,3898,0,3
small,iron,17.766546328543473,7,7,17341,3,4
big,gold,17.70148859098131,53,11,9940,0,3
big,iron,18.774590325169786,23,9,13135,1,3
small,gold,16.768155063916478,31,28,4226,1,1
small,gold,7.771534991209739,4,12,18235,5,5
big,iron,10.827172926537848,27,18,13900,5,2
small,iron,9.92120069113732,17,15,5543,0,5
big,iron,8.868137589764796,14,7,15806,0,4
small,iron,16.920887898541935,53,8,3876,8,1
small,gold,6.869607833716581,9,24,5975,3,4
big,gold,12.18811328595462,14,14,3765,3,5
big,gold,17.98458561347682,14,24,11210,5,3
small,gold,16.83456252677614,47,25,15290,0,4
big,gold,9.010616264756518,33,21,9653,5,4
small,gold,5.533207818728747,27,8,13131,0,5
big,gold,11.208155483662209,8,28,4720,1,4
small,gold,13.902586496988143,24,20,15632,3,3
small,iron,17.82124628896679,53,24,14949,5,1
big,iron,12.924040427133816,30,29,18190,3,4
big,gold,8.987195431065567,59,24,5797,0,3
small,iron,15.361346378635133,2,16,5087,2,4
small,gold,11.02487147366133,16,17,11881,4,5
big,gold,17.37855392195899,9,4,1427,3,3
big,iron,5.355880177786025,39,24,17223,0,5
big,gold,11.285165079315329,6,10,8045,3,4
small,iron,11.332374932880692,25,15,13131,2,5
big,iron,13.813151322658294,2,17,4965,0,5
big,iron,10.379168084984036,31,16,7746,1,5
big,iron,11.032620475867958,11,29,10075,5,2
small,iron,16.023390194835113,46,20,10645,7,1
big,iron,7.569239058983394,28,26,13872,0,4
big,gold,8.575548548590982,37,24,17731,0,5
small,iron,6.5358074044587235,11,21,15817,3,4
small,gold,8.865060468936639,40,6,12684,5,3
small,iron,12.580862641547753,2,8,875,2,4
big,iron,7.837375757321146,8,17,10982,4,4
small,iron,6.103660830076027,49,26,2139,1,1
big,iron,19.94549903173998,14,4,8183,0,4
big,gold,11.82809171373967,44,26,19225,4,5
small,iron,17.473225946808544,52,17,15101,9,1
small,iron,16.081611932403064,7,18,4039,1,3
big,gold,7.481630680024075,59,15,3442,3,2
small,gold,12.684173249335073,49,16,5540,6,2
big,gold,13.517882014212358,33,5,14308,0,5
small,iron,7.3675463352704575,19,15,6238,5,1
small,iron,6.6784573225285,12,13,11193,2,4
big,iron,8.948416547542916,14,15,10208,5,3
small,iron,8.918954377395584,31,11,1802,2,1
big,gold,9.163781981126998,9,19,13006,4,5
small,iron,8.786844330083172,28,28,16725,1,3
big,iron,13.202223459521532,30,6,9313,1,3
small,gold,9.41592971278228,40,15,11526,3,4
small,gold,16.574673383204527,0,10,14326,5,2
big,iron,5.785718265874104,19,6,12243,3,5
small,gold,14.32261286299501,8,24,6372,4,4
big,iron,16.586676440182366,53,14,11561,2,2
big,iron,11.557538737750214,51,18,10949,0,2
small,gold,9.78987009348435,59,21,18284,2,4
big,iron,9.546316409662724,55,9,18599,5,2
big,iron,9.91689636685755,55,28,10931,8,1
big,iron,6.760448256822893,19,28,18060,4,5
small,gold,13.71613486056391,60,27,15305,1,1
big,gold,14.352125684830055,0,11,8347,3,5
big,gold,10.845228397145112,8,15,10744,3,5
big,iron,19.337873400146897,18,11,12019,3,2
big,iron,18.671518666058862,15,21,16002,5,1
small,iron,9.46812578100901,48,11,3334,4,1
big,iron,15.985270086253092,46,30,15717,1,2
big,gold,6.744737691058635,10,10,18791,1,5
big,gold,16.367207197236255,28,8,19835,3,5
small,iron,16.03608424242215,5,17,635,5,3
small,gold,10.34942948008964,58,27,11917,5,1
small,iron,10.804259276015951,43,4,9820,3,2
big,iron,13.790922640970763,9,26,7205,3,3
small,iron,9.203318236747146,46,25,11572,4,1
big,gold,13.591041495277956,18,28,18110,5,4
small,gold,18.31438070207082,14,18,175,0,4
big,gold,11.672563379159381,39,30,13044,1,5
small,iron,8.06311734968269,13,14,4807,2,3
small,gold,13.370665392381126,24,8,12270,6,2
small,gold,14.792697396377395,53,4,15174,1,4
big,iron,12.889766157000336,22,19,14861,1,4
big,gold,5.354434717365468,9,5,2385,0,5
small,iron,15.039212076256046,33,8,10095,0,2
big,gold,5.55341661770126,8,29,14193,4,5
big,iron,11.261356938216302,49,11,14244,5,2
small,gold,11.215965792727882,45,8,7831,3,3
big,iron,17.696091702935934,26,25,19671,2,4
small,gold,17.94008545350324,32,12,4489,2,2
small,gold,16.625626367975,2,27,14331,5,3
small,gold,17.295933041202883,39,11,4521,3,1
small,iron,8.282035917397419,47,16,15232,3,1
small,iron,15.744261292064946,55,4,7278,2,1
small,iron,16.23926096943101,44,24,14005,5,1
small,iron,16.671109937042413,17,28,1974,2,2
small,gold,16.92174732837235,30,9,12766,5,2
big,gold,7.448641383224775,19,21,11588,10,3
small,gold,8.85387562048049,36,16,12773,6,3
big,gold,16.755297628417274,53,27,19248,9,1
small,iron,7.2102294916299945,22,4,19728,5,4
big,gold,6.859413362042559,48,29,10353,3,4
small,gold,19.655201037835216,6,25,13179,4,3
small,iron,19.51685615378454,43,17,2208,3,1
big,gold,10.05100692028353,48,11,932,3,2
big,gold,5.128896637618833,47,11,7520,2,4
big,iron,10.973697865024064,23,4,4243,3,4
small,iron,5.3881048727157825,45,5,10483,1,4
small,iron,7.151417012460624,60,13,5512,1,1
small,gold,8.361707562368847,3,20,8032,1,5
small,gold,17.58829913657591,59,13,13590,0,1
small,iron,10.629507909191128,21,6,8336,10,1
big,gold,5.123314759164794,19,23,3256,1,5
small,gold,14.55315354933091,6,6,9774,4,5
small,iron,6.059446054303815,11,13,17865,2,3
small,iron,18.411569100569356,31,30,15774,2,1
small,iron,8.680305353265132,46,12,3375,1,3
small,gold,8.566119325505456,44,13,16428,4,4
small,gold,10.955658693819117,46,4,16758,3,3
small,gold,6.611691261048803,44,4,13230,4,3
big,iron,5.34707096632355,1,25,18329,7,5
big,iron,18.715512743786064,27,10,11482,8,1
small,gold,17.954124881998286,32,5,19843,3,5
big,gold,18.744808737562618,2,28,2359,2,3
big,iron,15.14959152611724,17,13,322,5,1
small,iron,5.195295778943816,17,6,8347,5,2
small,gold,19.597828362422934,3,10,9627,5,3
big,iron,15.631443991749737,27,7,11426,0,4
small,gold,11.228483074208956,26,29,15815,5,2
big,iron,15.987193889749372,33,25,15352,2,5
small,iron,13.506132934474,8,20,18422,3,4
big,gold,15.075202319864074,59,23,5955,3,2
big,gold,17.361566606557275,17,4,10304,2,5
small,iron,19.042747449479624,37,15,12510,0,3
big,iron,16.94982277617152,34,22,4820,10,1
small,gold,18.438247427500688,0,24,10999,5,3
big,gold,13.512551983679836,15,27,6970,1,3
big,gold,10.076491800421309,42,25,7402,3,4
big,gold,15.045341881772272,22,22,8087,0,4
small,gold,13.343412954950335,20,8,9946,3,4
big,gold,5.843178477511437,43,18,15855,3,5
big,gold,13.638223426180529,48,18,1434,8,1
small,iron,11.26119891311403,49,12,18681,3,3
small,gold,10.543578585892817,26,20,4218,2,4
big,gold,15.86690452181333,28,20,9184,4,4
small,gold,18.276644985671357,41,25,14803,2,3
small,gold,7.957101824078585,35,5,19168,0,5
big,gold,16.92343838685956,22,9,681,3,3
big,iron,7.5439220140116525,20,10,13848,4,4
small,iron,13.64669244257744,59,10,11036,2,2
big,gold,17.723088846836408,53,28,9246,1,1
big,iron,18.587597795983392,18,12,8603,0,3
small,iron,9.626672743589596,4,23,2144,3,2
big,gold,17.283212564797164,58,27,2229,4,1
small,gold,18.181839336159722,5,6,10109,1,5
small,iron,7.591631086140037,14,25,15323,5,3
big,gold,10.770864621393592,2,22,7839,3,4
small,iron,16.643741841112238,47,30,14338,4,2
small,gold,5.220780261864362,6,28,2575,8,1
small,gold,14.386483439712396,19,11,12153,3,4
small,iron,11.219636397107719,38,22,17671,0,3
small,gold,12.762703247364142,3,9,179,0,5
big,gold,11.27549191493409,60,19,2397,2,2
big,gold,7.930834292174852,47,30,13965,5,3
small,iron,10.226830476092399,36,17,18723,0,5
small,gold,17.915753138463643,34,29,12882,0,2
small,iron,14.164426787137558,15,19,495,4,1
small,iron,12.158944354406175,35,28,2960,6,1
big,iron,15.59078600269872,49,27,3787,5,1
small,iron,7.755946447720474,30,4,2015,1,2
small,iron,6.252093481427639,21,12,14272,3,4
big,gold,13.228991067512471,17,6,5363,0,5
small,iron,5.172530869540753,36,24,19085,3,5
big,gold,7.223251334587382,54,23,3386,0,4
big,iron,15.75587581053238,26,21,1202,5,2
small,gold,18.52427302685093,40,6,16436,4,4
small,gold,9.278958257337287,31,7,5034,1,4
small,iron,10.739371404993221,29,26,15229,5,1
small,gold,15.215317373651661,6,10,11942,0,4
big,iron,17.073308790969858,20,19,14975,4,4
big,gold,8.903179485707998,56,27,18856,3,3
big,gold,17.39253573840067,53,12,2424,7,1
small,gold,19.590260301689685,18,12,8520,1,3
big,iron,6.319386298175646,35,9,2276,5,2
big,gold,8.364799942956852,36,15,11613,2,4
small,gold,15.892198921903871,53,20,18261,2,3
big,gold,5.550556541809332,0,12,7104,5,5
big,iron,9.260322309626986,18,10,10148,3,4
big,gold,17.667882116729604,28,19,2519,1,3
small,gold,15.224824464201918,31,5,2401,0,3
small,gold,14.610596805629543,46,5,440,2,3
small,gold,14.179989639158098,20,21,7428,2,4
small,iron,12.528616887542514,37,15,13448,2,2
big,iron,16.501108981910548,51,30,36,5,1
big,gold,17.979343063431543,19,17,17550,0,5
small,iron,16.933027420630346,30,12,12392,5,1
small,gold,12.24039487258555,39,25,3286,5,3
small,iron,16.677765900458944,48,6,9735,0,3
big,iron,16.330239190238288,48,9,11640,4,1
big,iron,11.836448771818953,24,24,17909,1,4
big,gold,10.011664081560124,9,14,14825,0,5
big,gold,11.152034730176009,7,16,16876,5,5
big,gold,12.398110997684363,4,18,5975,0,5
big,iron,7.204282239607138,29,20,991,1,4
small,iron,8.277218504410532,28,25,7671,0,4
small,gold,6.5276283614764745,15,19,17690,0,5
